sim_t,lat,lon,heading_deg,sog,xte_m,behavior,conflict,task_validity,ctwp_lat,ctwp_lon,target_lat,target_lon,cpa_m,avoidance_status,avoidance_turn_r,xte_nm,wall_t
32.24,63.440146,10.38,0.264,6.12,-0.01,,0,-1,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,31.488
32.28,63.44015,10.38,0.285,6.12,-0.01,COLREG_AVOID,0,-1,0.0,0.0,0.0,0.0,0.0,,0.0,-1.0,31.528
32.32,63.440152,10.38,0.3,6.12,-0.01,COLREG_AVOID,0,-1,0.0,0.0,63.473186,10.38,3673.3,,0.0,-1.0,31.566
32.36,63.440154,10.38,0.316,6.11,-0.01,COLREG_AVOID,0,-1,0.0,0.0,63.473186,10.38,3673.0,,0.0,-1.0,31.604
32.4,63.440156,10.38,0.331,6.11,-0.02,COLREG_AVOID,0,2,63.606554,10.38,63.473186,10.38,3672.8,,0.0,0.0,31.644
32.44,63.440158,10.38,0.348,6.11,-0.02,COLREG_AVOID,0,2,63.606554,10.38,63.473182,10.38,3672.0,NORMAL,500.0,0.0,31.684
32.48,63.440161,10.38,0.364,6.11,-0.02,COLREG_AVOID,0,2,63.606554,10.38,63.473182,10.38,3671.8,NORMAL,500.0,0.0,31.725
32.52,63.440163,10.38,0.381,6.11,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473177,10.38,3671.0,NORMAL,500.0,0.0,31.765
32.56,63.440165,10.38,0.399,6.11,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473177,10.38,3670.8,NORMAL,500.0,0.0,31.804
32.6,63.440167,10.38,0.417,6.11,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473177,10.38,3670.5,NORMAL,500.0,0.0,31.846
32.64,63.440169,10.38,0.436,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473172,10.38,3669.8,NORMAL,500.0,0.0,31.884
32.68,63.440172,10.38,0.455,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473172,10.38,3669.5,NORMAL,500.0,0.0,31.925
32.72,63.440174,10.38,0.475,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473168,10.38,3668.8,NORMAL,500.0,0.0,31.965
32.76,63.440176,10.38,0.495,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473168,10.38,3668.5,NORMAL,500.0,0.0,32.005
32.8,63.440178,10.38,0.516,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473163,10.38,3667.8,NORMAL,500.0,0.0,32.046
32.84,63.44018,10.38,0.538,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473163,10.38,3667.5,NORMAL,500.0,0.0,32.086
32.88,63.440182,10.38,0.56,6.1,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473163,10.38,3667.3,NORMAL,500.0,0.0,32.125
32.92,63.440185,10.38,0.582,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473158,10.38,3666.5,NORMAL,500.0,0.0,32.165
32.96,63.440187,10.38,0.605,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473158,10.38,3666.3,NORMAL,500.0,0.0,32.203
33.01,63.440189,10.38,0.629,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473158,10.38,3666.0,NORMAL,500.0,0.0,32.251
33.04,63.440191,10.38,0.652,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473154,10.38,3665.3,NORMAL,500.0,0.0,32.285
33.08,63.440193,10.38,0.677,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473154,10.38,3665.0,NORMAL,500.0,0.0,32.325
33.12,63.440196,10.38,0.701,6.09,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473149,10.38,3664.3,NORMAL,500.0,0.0,32.365
33.16,63.440198,10.38,0.727,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473149,10.38,3664.0,NORMAL,500.0,0.0,32.404
33.2,63.4402,10.38,0.752,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473149,10.38,3663.8,NORMAL,500.0,0.0,32.445
33.24,63.440202,10.38,0.778,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473145,10.38,3663.0,NORMAL,500.0,0.0,32.484
33.28,63.440204,10.38,0.805,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473145,10.38,3662.8,NORMAL,500.0,0.0,32.523
33.32,63.440207,10.38,0.832,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.47314,10.38,3662.0,NORMAL,500.0,0.0,32.565
33.36,63.440209,10.38,0.859,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.47314,10.38,3661.8,NORMAL,500.0,0.0,32.605
33.4,63.440211,10.38,0.887,6.08,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473135,10.38,3661.0,NORMAL,500.0,0.0,32.645
33.44,63.440213,10.38,0.915,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473135,10.38,3660.8,NORMAL,500.0,0.0,32.684
33.47,63.440214,10.38,0.929,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473135,10.38,3660.6,NORMAL,500.0,0.0,32.713
33.5,63.440216,10.38,0.957,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473135,10.38,3660.4,NORMAL,500.0,0.0,32.748
33.54,63.440219,10.38,0.987,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473131,10.38,3659.6,NORMAL,500.0,0.0,32.785
33.58,63.440221,10.38,1.016,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473131,10.38,3659.4,NORMAL,500.0,0.0,32.826
33.62,63.440223,10.38,1.046,6.07,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473126,10.38,3658.6,NORMAL,500.0,0.0,32.864
33.66,63.440225,10.38,1.077,6.06,-0.02,COLREG_AVOID,1,2,63.606554,10.38,63.473126,10.38,3658.4,NORMAL,500.0,0.0,32.904
33.7,63.440227,10.38,1.108,6.06,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473126,10.38,3658.2,NORMAL,500.0,0.0,32.946
33.74,63.44023,10.38,1.14,6.06,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473121,10.38,3657.4,NORMAL,500.0,0.0,32.983
33.78,63.440232,10.38,1.172,6.06,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473121,10.38,3657.2,NORMAL,500.0,0.0,33.026
33.82,63.440234,10.38,1.204,6.06,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473117,10.38,3656.4,NORMAL,500.0,0.0,33.07
33.86,63.440236,10.38,1.237,6.06,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473117,10.38,3656.2,NORMAL,500.0,0.0,33.104
33.9,63.440238,10.38,1.271,6.05,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473112,10.38,3655.4,NORMAL,500.0,0.0,33.146
33.94,63.44024,10.38,1.305,6.05,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473112,10.38,3655.2,NORMAL,500.0,0.0,33.184
33.98,63.440243,10.38,1.339,6.05,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473112,10.38,3654.9,NORMAL,500.0,0.0,33.225
34.02,63.440245,10.38,1.374,6.05,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473108,10.38,3654.2,NORMAL,500.0,0.0,33.265
34.06,63.440247,10.38,1.409,6.05,-0.01,COLREG_AVOID,1,2,63.606554,10.38,63.473108,10.38,3653.9,NORMAL,500.0,0.0,33.305
34.1,63.440249,10.38,1.445,6.05,-0.0,COLREG_AVOID,1,2,63.606554,10.38,63.473108,10.38,3653.7,NORMAL,500.0,0.0,33.344
34.14,63.440251,10.38,1.481,6.04,-0.0,COLREG_AVOID,1,1,63.606554,10.38,63.473103,10.38,3652.9,NORMAL,500.0,0.0,33.384
34.18,63.440253,10.38,1.517,6.04,-0.0,COLREG_AVOID,1,1,63.606554,10.38,63.473103,10.38,3652.7,NORMAL,500.0,0.0,33.425
34.22,63.440256,10.38,1.554,6.04,0.0,COLREG_AVOID,1,1,63.606554,10.38,63.473098,10.38,3651.9,NORMAL,500.0,0.0,33.466
34.26,63.440258,10.38,1.591,6.04,0.0,COLREG_AVOID,1,1,63.606554,10.38,63.473098,10.38,3651.7,NORMAL,500.0,0.0,33.505
34.3,63.44026,10.38,1.629,6.04,0.0,COLREG_AVOID,1,1,63.606554,10.38,63.473094,10.38,3650.9,NORMAL,500.0,0.0,33.548
34.34,63.440262,10.38,1.667,6.04,0.01,COLREG_AVOID,1,1,63.606554,10.38,63.473094,10.38,3650.7,NORMAL,500.0,0.0,33.585
34.38,63.440264,10.38,1.705,6.03,0.01,COLREG_AVOID,1,1,63.606554,10.38,63.473094,10.38,3650.4,NORMAL,500.0,0.0,33.624
34.42,63.440267,10.38,1.744,6.03,0.01,COLREG_AVOID,1,1,63.606554,10.38,63.473089,10.38,3649.7,NORMAL,500.0,0.0,33.663
34.46,63.440269,10.38,1.783,6.03,0.01,COLREG_AVOID,1,1,63.606554,10.38,63.473089,10.38,3649.5,NORMAL,500.0,0.0,33.703
34.5,63.440271,10.38,1.822,6.03,0.02,COLREG_AVOID,1,1,63.606554,10.38,63.473084,10.38,3648.7,NORMAL,500.0,0.0,33.749
34.54,63.440273,10.38,1.862,6.03,0.02,COLREG_AVOID,1,1,63.606554,10.38,63.473084,10.38,3648.5,NORMAL,500.0,0.0,33.785
34.58,63.440275,10.38,1.902,6.03,0.02,COLREG_AVOID,1,1,63.606554,10.38,63.473084,10.38,3648.2,NORMAL,500.0,0.0,33.826
34.62,63.440277,10.38,1.942,6.02,0.02,COLREG_AVOID,1,1,63.606554,10.38,63.47308,10.38,3647.5,NORMAL,500.0,0.0,33.865
34.66,63.44028,10.380001,1.983,6.02,0.03,COLREG_AVOID,1,1,63.606554,10.38,63.47308,10.38,3647.2,NORMAL,500.0,0.0,33.905
34.7,63.440282,10.380001,2.024,6.02,0.03,COLREG_AVOID,1,1,63.606554,10.38,63.473075,10.38,3646.5,NORMAL,500.0,0.0,33.949
34.74,63.440284,10.380001,2.066,6.02,0.03,COLREG_AVOID,1,1,63.606554,10.38,63.473075,10.38,3646.2,NORMAL,500.0,0.0,33.985
34.78,63.440286,10.380001,2.107,6.02,0.03,COLREG_AVOID,1,1,63.606554,10.38,63.473075,10.38,3646.0,NORMAL,500.0,0.0,34.026
34.82,63.440288,10.380001,2.149,6.01,0.04,COLREG_AVOID,1,1,63.606554,10.38,63.473071,10.38,3645.2,NORMAL,500.0,0.0,34.065
34.86,63.44029,10.380001,2.191,6.01,0.04,COLREG_AVOID,1,1,63.606554,10.38,63.473071,10.38,3645.0,NORMAL,500.0,0.0,34.104
34.9,63.440293,10.380001,2.234,6.01,0.04,COLREG_AVOID,1,1,63.606554,10.38,63.473066,10.38,3644.2,NORMAL,500.0,0.0,34.145
34.94,63.440295,10.380001,2.277,6.01,0.05,COLREG_AVOID,1,1,63.606554,10.38,63.473066,10.38,3644.0,NORMAL,500.0,0.0,34.184
34.98,63.440297,10.380001,2.32,6.01,0.05,COLREG_AVOID,1,1,63.606554,10.38,63.473066,10.38,3643.7,NORMAL,500.0,0.0,34.224
35.02,63.440299,10.380001,2.363,6.01,0.06,COLREG_AVOID,1,1,63.606554,10.38,63.473061,10.38,3643.0,NORMAL,500.0,0.0,34.264
35.06,63.440301,10.380001,2.407,6.0,0.06,COLREG_AVOID,1,1,63.606554,10.38,63.473061,10.38,3642.8,NORMAL,500.0,0.0,34.305
35.1,63.440303,10.380001,2.45,6.0,0.06,COLREG_AVOID,1,1,63.606554,10.38,63.473057,10.38,3642.0,NORMAL,500.0,0.0,34.345
35.14,63.440306,10.380001,2.495,6.0,0.07,COLREG_AVOID,1,1,63.606554,10.38,63.473057,10.38,3641.8,NORMAL,500.0,0.0,34.383
35.18,63.440308,10.380001,2.539,6.0,0.07,COLREG_AVOID,1,1,63.606554,10.38,63.473057,10.38,3641.5,NORMAL,500.0,0.0,34.424
35.22,63.44031,10.380002,2.584,6.0,0.08,COLREG_AVOID,1,1,63.606554,10.38,63.473052,10.38,3640.8,NORMAL,500.0,0.0,34.464
35.26,63.440312,10.380002,2.629,6.0,0.08,COLREG_AVOID,1,1,63.606554,10.38,63.473052,10.38,3640.5,NORMAL,500.0,0.0,34.504
35.3,63.440314,10.380002,2.674,5.99,0.09,COLREG_AVOID,1,1,63.606554,10.38,63.473052,10.38,3640.3,NORMAL,500.0,0.0,34.543
35.34,63.440316,10.380002,2.719,5.99,0.09,COLREG_AVOID,1,1,63.606554,10.38,63.473047,10.38,3639.5,NORMAL,500.0,0.0,34.585
35.38,63.440318,10.380002,2.765,5.99,0.1,COLREG_AVOID,1,1,63.606554,10.38,63.473047,10.38,3639.3,NORMAL,500.0,0.0,34.625
35.42,63.440321,10.380002,2.811,5.99,0.1,COLREG_AVOID,1,1,63.606554,10.38,63.473043,10.38,3638.5,NORMAL,500.0,0.0,34.666
35.46,63.440323,10.380002,2.857,5.99,0.11,COLREG_AVOID,1,1,63.606554,10.38,63.473043,10.38,3638.3,NORMAL,500.0,0.0,34.704
35.5,63.440325,10.380002,2.903,5.98,0.11,COLREG_AVOID,1,1,63.606554,10.38,63.473038,10.38,3637.5,NORMAL,500.0,0.0,34.747
35.54,63.440327,10.380002,2.95,5.98,0.12,COLREG_AVOID,1,1,63.606554,10.38,63.473038,10.38,3637.3,NORMAL,500.0,0.0,34.784
35.58,63.440329,10.380002,2.996,5.98,0.12,COLREG_AVOID,1,1,63.606554,10.38,63.473038,10.38,3637.1,NORMAL,500.0,0.0,34.824
35.62,63.440331,10.380003,3.043,5.98,0.13,COLREG_AVOID,1,1,63.606554,10.38,63.473034,10.38,3636.3,NORMAL,500.0,0.0,34.864
35.66,63.440334,10.380003,3.09,5.98,0.14,COLREG_AVOID,1,1,63.606554,10.38,63.473034,10.38,3636.1,NORMAL,500.0,0.0,34.905
35.7,63.440336,10.380003,3.138,5.98,0.14,COLREG_AVOID,1,1,63.606554,10.38,63.473029,10.38,3635.3,NORMAL,500.0,0.0,34.947
35.75,63.440338,10.380003,3.185,5.97,0.15,COLREG_AVOID,1,1,63.606554,10.38,63.473029,10.38,3635.1,NORMAL,500.0,0.0,34.992
35.78,63.44034,10.380003,3.233,5.97,0.15,COLREG_AVOID,1,1,63.606554,10.38,63.473029,10.38,3634.8,NORMAL,500.0,0.0,35.025
35.82,63.440342,10.380003,3.281,5.97,0.16,COLREG_AVOID,1,1,63.606554,10.38,63.473024,10.38,3634.1,NORMAL,500.0,0.0,35.064
35.86,63.440344,10.380003,3.329,5.97,0.17,COLREG_AVOID,1,1,63.606554,10.38,63.473024,10.38,3633.8,NORMAL,500.0,0.0,35.104
35.9,63.440346,10.380004,3.377,5.97,0.17,COLREG_AVOID,1,1,63.606554,10.38,63.473024,10.38,3633.6,NORMAL,500.0,0.0,35.144
35.94,63.440349,10.380004,3.425,5.97,0.18,COLREG_AVOID,1,1,63.606554,10.38,63.47302,10.38,3632.9,NORMAL,500.0,0.0,35.184
35.98,63.440351,10.380004,3.474,5.96,0.19,COLREG_AVOID,1,1,63.606554,10.38,63.47302,10.38,3632.6,NORMAL,500.0,0.0,35.226
36.02,63.440353,10.380004,3.522,5.96,0.2,COLREG_AVOID,1,1,63.606554,10.38,63.473015,10.38,3631.9,NORMAL,500.0,0.0,35.263
36.06,63.440355,10.380004,3.571,5.96,0.2,COLREG_AVOID,1,1,63.606554,10.38,63.473015,10.38,3631.6,NORMAL,500.0,0.0,35.305
36.1,63.440357,10.380004,3.62,5.96,0.21,COLREG_AVOID,1,1,63.606554,10.38,63.47301,10.38,3630.9,NORMAL,500.0,0.0,35.345
36.14,63.440359,10.380004,3.669,5.96,0.22,COLREG_AVOID,1,1,63.606554,10.38,63.47301,10.38,3630.6,NORMAL,500.0,0.0,35.386
36.18,63.440361,10.380005,3.718,5.96,0.23,COLREG_AVOID,1,1,63.606554,10.38,63.47301,10.38,3630.4,NORMAL,500.0,0.0,35.425
36.22,63.440364,10.380005,3.768,5.95,0.24,COLREG_AVOID,1,1,63.606554,10.38,63.473006,10.38,3629.6,NORMAL,500.0,0.0,35.465
36.26,63.440366,10.380005,3.817,5.95,0.24,COLREG_AVOID,1,1,63.606554,10.38,63.473006,10.38,3629.4,NORMAL,500.0,0.0,35.504
36.3,63.440368,10.380005,3.867,5.95,0.25,COLREG_AVOID,1,1,63.606554,10.38,63.473001,10.38,3628.7,NORMAL,500.0,0.0,35.545
36.34,63.44037,10.380005,3.917,5.95,0.26,COLREG_AVOID,1,1,63.606554,10.38,63.473001,10.38,3628.4,NORMAL,500.0,0.0,35.584
36.38,63.440372,10.380005,3.967,5.95,0.27,COLREG_AVOID,1,1,63.606554,10.38,63.473001,10.38,3628.2,NORMAL,500.0,0.0,35.625
36.42,63.440374,10.380006,4.017,5.95,0.28,COLREG_AVOID,1,1,63.606554,10.38,63.472997,10.38,3627.4,NORMAL,500.0,0.0,35.665
36.46,63.440376,10.380006,4.067,5.94,0.29,COLREG_AVOID,1,1,63.606554,10.38,63.472997,10.38,3627.2,NORMAL,500.0,0.0,35.705
36.5,63.440379,10.380006,4.117,5.94,0.3,COLREG_AVOID,1,1,63.606554,10.38,63.472992,10.38,3626.4,NORMAL,500.0,0.0,35.748
36.54,63.440381,10.380006,4.167,5.94,0.31,COLREG_AVOID,1,1,63.606554,10.38,63.472992,10.38,3626.2,NORMAL,500.0,0.0,35.786
36.58,63.440383,10.380006,4.218,5.94,0.32,COLREG_AVOID,1,1,63.606554,10.38,63.472992,10.38,3626.0,NORMAL,500.0,0.0,35.826
36.62,63.440385,10.380007,4.269,5.94,0.33,COLREG_AVOID,1,1,63.606554,10.38,63.472987,10.38,3625.2,NORMAL,500.0,0.0,35.865
36.66,63.440387,10.380007,4.319,5.94,0.34,COLREG_AVOID,1,1,63.606554,10.38,63.472987,10.38,3625.0,NORMAL,500.0,0.0,35.905
36.7,63.440389,10.380007,4.37,5.93,0.35,COLREG_AVOID,1,1,63.606554,10.38,63.472983,10.38,3624.2,NORMAL,500.0,0.0,35.946
36.74,63.440391,10.380007,4.421,5.93,0.36,COLREG_AVOID,1,1,63.606554,10.38,63.472983,10.38,3624.0,NORMAL,500.0,0.0,35.984
36.78,63.440394,10.380007,4.473,5.93,0.37,COLREG_AVOID,1,1,63.606554,10.38,63.472983,10.38,3623.7,NORMAL,500.0,0.0,36.025
36.82,63.440396,10.380008,4.524,5.93,0.38,COLREG_AVOID,1,1,63.606554,10.38,63.472978,10.38,3623.0,NORMAL,500.0,0.0,36.064
36.86,63.440398,10.380008,4.575,5.93,0.39,COLREG_AVOID,1,1,63.606554,10.38,63.472978,10.38,3622.8,NORMAL,500.0,0.0,36.105
36.9,63.4404,10.380008,4.627,5.93,0.4,COLREG_AVOID,1,1,63.606554,10.38,63.472978,10.38,3622.5,NORMAL,500.0,0.0,36.145
36.94,63.440402,10.380008,4.678,5.92,0.41,COLREG_AVOID,1,1,63.606554,10.38,63.472973,10.38,3621.8,NORMAL,500.0,0.0,36.184
36.98,63.440404,10.380009,4.73,5.92,0.42,COLREG_AVOID,1,1,63.606554,10.38,63.472973,10.38,3621.5,NORMAL,500.0,0.0,36.224
37.02,63.440406,10.380009,4.782,5.92,0.43,COLREG_AVOID,1,1,63.606554,10.38,63.472969,10.38,3620.8,NORMAL,500.0,0.0,36.265
37.06,63.440408,10.380009,4.834,5.92,0.45,COLREG_AVOID,1,1,63.606554,10.38,63.472969,10.38,3620.5,NORMAL,500.0,0.0,36.304
37.1,63.440411,10.380009,4.886,5.92,0.46,COLREG_AVOID,1,1,63.606554,10.38,63.472969,10.38,3620.3,NORMAL,500.0,0.0,36.346
37.14,63.440413,10.380009,4.938,5.92,0.47,COLREG_AVOID,1,1,63.606554,10.38,63.472964,10.38,3619.6,NORMAL,500.0,0.0,36.385
37.18,63.440415,10.38001,4.99,5.91,0.48,COLREG_AVOID,1,1,63.606554,10.38,63.472964,10.38,3619.3,NORMAL,500.0,0.0,36.423
37.22,63.440417,10.38001,5.042,5.91,0.5,COLREG_AVOID,1,1,63.606554,10.38,63.47296,10.38,3618.6,NORMAL,500.0,0.0,36.465
37.26,63.440419,10.38001,5.094,5.91,0.51,COLREG_AVOID,1,1,63.606554,10.38,63.47296,10.38,3618.3,NORMAL,500.0,0.0,36.505
37.3,63.440421,10.38001,5.147,5.91,0.52,COLREG_AVOID,1,1,63.606554,10.38,63.472955,10.38,3617.6,NORMAL,500.0,0.0,36.546
37.34,63.440423,10.380011,5.199,5.91,0.53,COLREG_AVOID,1,1,63.606554,10.38,63.472955,10.38,3617.3,NORMAL,500.0,0.0,36.585
37.38,63.440425,10.380011,5.252,5.91,0.55,COLREG_AVOID,1,1,63.606554,10.38,63.472955,10.38,3617.1,NORMAL,500.0,0.0,36.624
37.42,63.440428,10.380011,5.304,5.9,0.56,COLREG_AVOID,1,1,63.606554,10.38,63.47295,10.38,3616.4,NORMAL,500.0,0.0,36.665
37.46,63.44043,10.380012,5.357,5.9,0.57,COLREG_AVOID,1,1,63.606554,10.38,63.47295,10.38,3616.1,NORMAL,500.0,0.0,36.704
37.51,63.440432,10.380012,5.409,5.9,0.59,COLREG_AVOID,1,1,63.606554,10.38,63.47295,10.38,3615.9,NORMAL,500.0,0.0,36.752
37.54,63.440434,10.380012,5.462,5.9,0.6,COLREG_AVOID,1,1,63.606554,10.38,63.472946,10.38,3615.1,NORMAL,500.0,0.0,36.784
37.58,63.440436,10.380012,5.515,5.9,0.62,COLREG_AVOID,1,1,63.606554,10.38,63.472946,10.38,3614.9,NORMAL,500.0,0.0,36.825
37.62,63.440438,10.380013,5.568,5.9,0.63,COLREG_AVOID,1,1,63.606554,10.38,63.472941,10.38,3614.2,NORMAL,500.0,0.0,36.865
37.66,63.44044,10.380013,5.62,5.89,0.65,COLREG_AVOID,1,1,63.606554,10.38,63.472941,10.38,3613.9,NORMAL,500.0,0.0,36.905
37.7,63.440442,10.380013,5.673,5.89,0.66,COLREG_AVOID,1,1,63.606554,10.38,63.472941,10.38,3613.7,NORMAL,500.0,0.0,36.945
37.74,63.440444,10.380014,5.726,5.89,0.68,COLREG_AVOID,1,1,63.606554,10.38,63.472936,10.38,3612.9,NORMAL,500.0,0.0,36.985
37.78,63.440447,10.380014,5.779,5.89,0.69,COLREG_AVOID,1,1,63.606554,10.38,63.472936,10.38,3612.7,NORMAL,500.0,0.0,37.024
37.82,63.440449,10.380014,5.832,5.89,0.71,COLREG_AVOID,1,1,63.606554,10.38,63.472932,10.38,3611.9,NORMAL,500.0,0.0,37.064
37.86,63.440451,10.380015,5.885,5.89,0.72,COLREG_AVOID,1,1,63.606554,10.38,63.472932,10.38,3611.7,NORMAL,500.0,0.0,37.105
37.9,63.440453,10.380015,5.938,5.88,0.74,COLREG_AVOID,1,1,63.606554,10.38,63.472927,10.38,3611.0,NORMAL,500.0,0.0,37.148
37.94,63.440455,10.380015,5.992,5.88,0.75,COLREG_AVOID,1,1,63.606554,10.38,63.472927,10.38,3610.7,NORMAL,500.0,0.0,37.185
37.98,63.440457,10.380015,6.045,5.88,0.77,COLREG_AVOID,1,1,63.606554,10.38,63.472927,10.38,3610.5,NORMAL,500.0,0.0,37.224
38.02,63.440459,10.380016,6.098,5.88,0.79,COLREG_AVOID,1,1,63.606554,10.38,63.472923,10.38,3609.7,NORMAL,500.0,0.0,37.264
38.06,63.440461,10.380016,6.151,5.88,0.8,COLREG_AVOID,1,1,63.606554,10.38,63.472923,10.38,3609.5,NORMAL,500.0,0.0,37.304
38.1,63.440464,10.380016,6.205,5.88,0.82,COLREG_AVOID,1,1,63.606554,10.38,63.472918,10.38,3608.8,NORMAL,500.0,0.0,37.347
38.14,63.440466,10.380017,6.258,5.87,0.84,COLREG_AVOID,1,1,63.606554,10.38,63.472918,10.38,3608.5,NORMAL,500.0,0.0,37.385
38.18,63.440468,10.380017,6.312,5.87,0.85,COLREG_AVOID,1,1,63.606554,10.38,63.472918,10.38,3608.3,NORMAL,500.0,0.0,37.425
38.22,63.44047,10.380017,6.365,5.87,0.87,COLREG_AVOID,1,1,63.606554,10.38,63.472913,10.38,3607.5,NORMAL,500.0,0.0,37.466
38.26,63.440472,10.380018,6.419,5.87,0.89,COLREG_AVOID,1,1,63.606554,10.38,63.472913,10.38,3607.3,NORMAL,500.0,0.0,37.505
38.3,63.440474,10.380018,6.472,5.87,0.9,COLREG_AVOID,1,1,63.606554,10.38,63.472909,10.38,3606.6,NORMAL,500.0,0.0,37.545
38.34,63.440476,10.380019,6.526,5.87,0.92,COLREG_AVOID,1,1,63.606554,10.38,63.472909,10.38,3606.3,NORMAL,500.0,0.0,37.585
38.38,63.440478,10.380019,6.58,5.86,0.94,COLREG_AVOID,1,1,63.606554,10.38,63.472909,10.38,3606.1,NORMAL,500.0,0.0,37.625
38.42,63.44048,10.380019,6.633,5.86,0.96,COLREG_AVOID,1,1,63.606554,10.38,63.472904,10.38,3605.3,NORMAL,500.0,0.0,37.665
38.46,63.440482,10.38002,6.687,5.86,0.98,COLREG_AVOID,1,1,63.606554,10.38,63.472904,10.38,3605.1,NORMAL,500.0,0.0,37.705
38.5,63.440485,10.38002,6.741,5.86,1.0,COLREG_AVOID,1,1,63.606554,10.38,63.472899,10.38,3604.4,NORMAL,500.0,0.0,37.748
38.54,63.440487,10.38002,6.795,5.86,1.01,COLREG_AVOID,1,1,63.606554,10.38,63.472899,10.38,3604.1,NORMAL,500.0,0.0,37.784
38.58,63.440489,10.380021,6.849,5.86,1.03,COLREG_AVOID,1,1,63.606554,10.38,63.472899,10.38,3603.9,NORMAL,500.0,0.0,37.825
38.62,63.440491,10.380021,6.902,5.86,1.05,COLREG_AVOID,1,1,63.606554,10.38,63.472895,10.38,3603.1,NORMAL,500.0,0.0,37.865
38.66,63.440493,10.380022,6.956,5.85,1.07,COLREG_AVOID,1,1,63.606554,10.38,63.472895,10.38,3602.9,NORMAL,500.0,0.0,37.904
38.7,63.440495,10.380022,7.01,5.85,1.09,COLREG_AVOID,1,1,63.606554,10.38,63.47289,10.38,3602.2,NORMAL,500.0,0.0,37.946
38.74,63.440497,10.380022,7.064,5.85,1.11,COLREG_AVOID,1,1,63.606554,10.38,63.47289,10.38,3601.9,NORMAL,500.0,0.0,37.984
38.78,63.440499,10.380023,7.118,5.85,1.13,COLREG_AVOID,1,1,63.606554,10.38,63.47289,10.38,3601.7,NORMAL,500.0,0.0,38.024
38.82,63.440501,10.380023,7.172,5.85,1.15,COLREG_AVOID,1,1,63.606554,10.38,63.472886,10.38,3601.0,NORMAL,500.0,0.0,38.065
38.86,63.440503,10.380024,7.225,5.85,1.17,COLREG_AVOID,1,1,63.606554,10.38,63.472886,10.38,3600.7,NORMAL,500.0,0.0,38.104
38.9,63.440506,10.380024,7.279,5.84,1.19,COLREG_AVOID,1,1,63.606554,10.38,63.472881,10.38,3600.0,NORMAL,500.0,0.0,38.146
38.94,63.440508,10.380024,7.333,5.84,1.21,COLREG_AVOID,1,1,63.606554,10.38,63.472881,10.38,3599.7,NORMAL,500.0,0.0,38.185
38.98,63.44051,10.380025,7.387,5.84,1.23,COLREG_AVOID,1,1,63.606554,10.38,63.472881,10.38,3599.5,NORMAL,500.0,0.0,38.225
39.02,63.440512,10.380025,7.441,5.84,1.26,COLREG_AVOID,1,1,63.606554,10.38,63.472876,10.38,3598.8,NORMAL,500.0,0.0,38.265
39.06,63.440514,10.380026,7.495,5.84,1.28,COLREG_AVOID,1,1,63.606554,10.38,63.472876,10.38,3598.5,NORMAL,500.0,0.0,38.304
