sim_t,lat,lon,heading_deg,sog,xte_m,behavior,conflict,task_validity,ctwp_lat,ctwp_lon,target_lat,target_lon,cpa_m,avoidance_status,avoidance_turn_r,xte_nm,wall_t
134.72,63.444487,10.384019,26.665,4.65,199.8,COLREG_AVOID,1,1,63.606554,10.38,63.46845,10.38,2672.0,NORMAL,500.0,0.0001,133.969
134.76,63.444489,10.384021,26.665,4.65,199.88,COLREG_AVOID,1,1,63.606554,10.38,63.46845,10.38,2671.9,NORMAL,500.0,0.0001,134.007
134.8,63.44449,10.384023,26.665,4.65,199.96,COLREG_AVOID,1,1,63.606554,10.38,63.46845,10.38,2671.7,NORMAL,500.0,0.0001,134.045
134.84,63.444492,10.384024,26.665,4.65,200.05,COLREG_AVOID,1,1,63.606554,10.38,63.468446,10.38,2671.0,NORMAL,500.0,0.0001,134.084
134.88,63.444493,10.384026,26.665,4.65,200.13,COLREG_AVOID,1,1,63.606554,10.38,63.468446,10.38,2670.9,NORMAL,500.0,0.0001,134.124
134.92,63.444495,10.384028,26.665,4.65,200.21,COLREG_AVOID,1,1,63.606554,10.38,63.468441,10.38,2670.2,NORMAL,500.0,0.0001,134.165
134.96,63.444496,10.384029,26.665,4.65,200.3,COLREG_AVOID,1,1,63.606554,10.38,63.468441,10.38,2670.1,NORMAL,500.0,0.0001,134.204
135.0,63.444498,10.384031,26.665,4.65,200.38,COLREG_AVOID,1,1,63.606554,10.38,63.468436,10.38,2669.4,NORMAL,500.0,0.0001,134.251
135.04,63.444499,10.384033,26.665,4.65,200.46,COLREG_AVOID,1,1,63.606554,10.38,63.468436,10.38,2669.2,NORMAL,500.0,0.0001,134.285
135.08,63.444501,10.384034,26.665,4.64,200.55,COLREG_AVOID,1,1,63.606554,10.38,63.468436,10.38,2669.1,NORMAL,500.0,0.0001,134.324
135.12,63.444502,10.384036,26.665,4.64,200.63,COLREG_AVOID,1,1,63.606554,10.38,63.468432,10.38,2668.4,NORMAL,500.0,0.0001,134.365
135.16,63.444504,10.384038,26.665,4.64,200.71,COLREG_AVOID,1,1,63.606554,10.38,63.468432,10.38,2668.2,NORMAL,500.0,0.0001,134.405
135.2,63.444505,10.384039,26.665,4.64,200.8,COLREG_AVOID,1,1,63.606554,10.38,63.468427,10.38,2667.6,NORMAL,500.0,0.0001,134.445
135.26,63.444507,10.384041,26.665,4.64,200.88,COLREG_AVOID,1,1,63.606554,10.38,63.468427,10.38,2667.4,NORMAL,500.0,0.0001,134.508
135.3,63.444509,10.384043,26.665,4.64,201.01,COLREG_AVOID,1,1,63.606554,10.38,63.468422,10.38,2666.6,NORMAL,500.0,0.0001,134.544
135.34,63.44451,10.384045,26.665,4.64,201.09,COLREG_AVOID,1,1,63.606554,10.38,63.468422,10.38,2666.5,NORMAL,500.0,0.0001,134.583
135.38,63.444512,10.384047,26.665,4.64,201.17,COLREG_AVOID,1,1,63.606554,10.38,63.468422,10.38,2666.3,NORMAL,500.0,0.0001,134.625
135.42,63.444513,10.384049,26.665,4.64,201.26,COLREG_AVOID,1,1,63.606554,10.38,63.468418,10.38,2665.7,NORMAL,500.0,0.0001,134.665
135.46,63.444515,10.38405,26.665,4.64,201.34,COLREG_AVOID,1,1,63.606554,10.38,63.468418,10.38,2665.5,NORMAL,500.0,0.0001,134.705
135.5,63.444516,10.384052,26.665,4.64,201.42,COLREG_AVOID,1,1,63.606554,10.38,63.468413,10.38,2664.8,NORMAL,500.0,0.0001,134.75
135.54,63.444518,10.384054,26.665,4.64,201.51,COLREG_AVOID,1,1,63.606554,10.38,63.468413,10.38,2664.7,NORMAL,500.0,0.0001,134.785
135.58,63.444519,10.384055,26.665,4.64,201.59,COLREG_AVOID,1,1,63.606554,10.38,63.468413,10.38,2664.5,NORMAL,500.0,0.0001,134.824
135.62,63.444521,10.384057,26.665,4.64,201.67,COLREG_AVOID,1,1,63.606554,10.38,63.468409,10.38,2663.8,NORMAL,500.0,0.0001,134.865
135.66,63.444522,10.384059,26.665,4.64,201.76,COLREG_AVOID,1,1,63.606554,10.38,63.468409,10.38,2663.7,NORMAL,500.0,0.0001,134.906
135.7,63.444524,10.38406,26.665,4.64,201.84,COLREG_AVOID,1,1,63.606554,10.38,63.468404,10.38,2663.0,NORMAL,500.0,0.0001,134.945
135.74,63.444525,10.384062,26.665,4.64,201.92,COLREG_AVOID,1,1,63.606554,10.38,63.468404,10.38,2662.8,NORMAL,500.0,0.0001,134.984
135.78,63.444527,10.384064,26.665,4.64,202.01,COLREG_AVOID,1,1,63.606554,10.38,63.468404,10.38,2662.7,NORMAL,500.0,0.0001,135.024
135.82,63.444528,10.384065,26.665,4.64,202.09,COLREG_AVOID,1,1,63.606554,10.38,63.468399,10.38,2662.0,NORMAL,500.0,0.0001,135.064
135.86,63.44453,10.384067,26.665,4.64,202.17,COLREG_AVOID,1,1,63.606554,10.38,63.468399,10.38,2661.9,NORMAL,500.0,0.0001,135.104
135.9,63.444531,10.384069,26.665,4.64,202.26,COLREG_AVOID,1,1,63.606554,10.38,63.468395,10.38,2661.2,NORMAL,500.0,0.0001,135.148
135.94,63.444533,10.38407,26.665,4.64,202.34,COLREG_AVOID,1,1,63.606554,10.38,63.468395,10.38,2661.0,NORMAL,500.0,0.0001,135.185
135.98,63.444534,10.384072,26.665,4.64,202.42,COLREG_AVOID,1,1,63.606554,10.38,63.468395,10.38,2660.9,NORMAL,500.0,0.0001,135.225
136.02,63.444536,10.384074,26.665,4.64,202.51,COLREG_AVOID,1,1,63.606554,10.38,63.46839,10.38,2660.2,NORMAL,500.0,0.0001,135.265
136.06,63.444537,10.384075,26.665,4.64,202.59,COLREG_AVOID,1,1,63.606554,10.38,63.46839,10.38,2660.0,NORMAL,500.0,0.0001,135.305
136.1,63.444539,10.384077,26.665,4.64,202.67,COLREG_AVOID,1,1,63.606554,10.38,63.46839,10.38,2659.9,NORMAL,500.0,0.0001,135.346
136.14,63.44454,10.384079,26.665,4.64,202.76,COLREG_AVOID,1,1,63.606554,10.38,63.468385,10.38,2659.2,NORMAL,500.0,0.0001,135.387
136.18,63.444542,10.38408,26.665,4.64,202.84,COLREG_AVOID,1,1,63.606554,10.38,63.468385,10.38,2659.0,NORMAL,500.0,0.0001,135.426
136.22,63.444543,10.384082,26.665,4.64,202.92,COLREG_AVOID,1,1,63.606554,10.38,63.468381,10.38,2658.4,NORMAL,500.0,0.0001,135.465
136.26,63.444545,10.384084,26.665,4.64,203.01,COLREG_AVOID,1,1,63.606554,10.38,63.468381,10.38,2658.2,NORMAL,500.0,0.0001,135.504
136.3,63.444546,10.384085,26.665,4.64,203.09,COLREG_AVOID,1,1,63.606554,10.38,63.468376,10.38,2657.5,NORMAL,500.0,0.0001,135.545
136.34,63.444548,10.384087,26.665,4.63,203.17,COLREG_AVOID,1,1,63.606554,10.38,63.468376,10.38,2657.4,NORMAL,500.0,0.0001,135.585
136.38,63.444549,10.384089,26.665,4.63,203.26,COLREG_AVOID,1,1,63.606554,10.38,63.468376,10.38,2657.2,NORMAL,500.0,0.0001,135.626
136.42,63.444551,10.38409,26.665,4.63,203.34,COLREG_AVOID,1,1,63.606554,10.38,63.468372,10.38,2656.6,NORMAL,500.0,0.0001,135.665
136.46,63.444552,10.384092,26.665,4.63,203.42,COLREG_AVOID,1,1,63.606554,10.38,63.468372,10.38,2656.4,NORMAL,500.0,0.0001,135.705
136.5,63.444554,10.384094,26.665,4.63,203.51,COLREG_AVOID,1,1,63.606554,10.38,63.468367,10.38,2655.7,NORMAL,500.0,0.0001,135.748
136.54,63.444555,10.384095,26.665,4.63,203.59,COLREG_AVOID,1,1,63.606554,10.38,63.468367,10.38,2655.6,NORMAL,500.0,0.0001,135.785
136.58,63.444557,10.384097,26.665,4.63,203.67,COLREG_AVOID,1,1,63.606554,10.38,63.468367,10.38,2655.4,NORMAL,500.0,0.0001,135.825
136.62,63.444558,10.384099,26.665,4.63,203.76,COLREG_AVOID,1,1,63.606554,10.38,63.468362,10.38,2654.7,NORMAL,500.0,0.0001,135.866
136.66,63.44456,10.3841,26.665,4.63,203.84,COLREG_AVOID,1,1,63.606554,10.38,63.468362,10.38,2654.6,NORMAL,500.0,0.0001,135.903
136.7,63.444561,10.384102,26.665,4.63,203.92,COLREG_AVOID,1,1,63.606554,10.38,63.468358,10.38,2653.9,NORMAL,500.0,0.0001,135.946
136.74,63.444563,10.384104,26.665,4.63,204.01,COLREG_AVOID,1,1,63.606554,10.38,63.468358,10.38,2653.7,NORMAL,500.0,0.0001,135.984
136.78,63.444564,10.384105,26.665,4.63,204.09,COLREG_AVOID,1,1,63.606554,10.38,63.468358,10.38,2653.6,NORMAL,500.0,0.0001,136.025
136.82,63.444565,10.384107,26.665,4.63,204.17,COLREG_AVOID,1,1,63.606554,10.38,63.468353,10.38,2652.9,NORMAL,500.0,0.0001,136.065
136.86,63.444567,10.384109,26.665,4.63,204.26,COLREG_AVOID,1,1,63.606554,10.38,63.468353,10.38,2652.8,NORMAL,500.0,0.0001,136.105
136.9,63.444568,10.384111,26.665,4.63,204.34,COLREG_AVOID,1,1,63.606554,10.38,63.468348,10.38,2652.1,NORMAL,500.0,0.0001,136.144
136.94,63.44457,10.384112,26.665,4.63,204.42,COLREG_AVOID,1,1,63.606554,10.38,63.468348,10.38,2651.9,NORMAL,500.0,0.0001,136.185
136.98,63.444571,10.384114,26.665,4.63,204.5,COLREG_AVOID,1,1,63.606554,10.38,63.468348,10.38,2651.8,NORMAL,500.0,0.0001,136.225
137.02,63.444573,10.384116,26.665,4.63,204.59,COLREG_AVOID,1,1,63.606554,10.38,63.468344,10.38,2651.1,NORMAL,500.0,0.0001,136.266
137.06,63.444574,10.384117,26.665,4.63,204.67,COLREG_AVOID,1,1,63.606554,10.38,63.468344,10.38,2650.9,NORMAL,500.0,0.0001,136.304
137.1,63.444576,10.384119,26.665,4.63,204.75,COLREG_AVOID,1,1,63.606554,10.38,63.468339,10.38,2650.3,NORMAL,500.0,0.0001,136.345
137.14,63.444577,10.384121,26.665,4.63,204.84,COLREG_AVOID,1,1,63.606554,10.38,63.468339,10.38,2650.1,NORMAL,500.0,0.0001,136.385
137.18,63.444579,10.384122,26.665,4.63,204.92,COLREG_AVOID,1,1,63.606554,10.38,63.468339,10.38,2649.9,NORMAL,500.0,0.0001,136.425
137.22,63.44458,10.384124,26.665,4.63,205.0,COLREG_AVOID,1,1,63.606554,10.38,63.468335,10.38,2649.3,NORMAL,500.0,0.0001,136.467
137.26,63.444582,10.384126,26.665,4.63,205.09,COLREG_AVOID,1,1,63.606554,10.38,63.468335,10.38,2649.1,NORMAL,500.0,0.0001,136.505
137.3,63.444583,10.384127,26.665,4.63,205.17,COLREG_AVOID,1,1,63.606554,10.38,63.46833,10.38,2648.4,NORMAL,500.0,0.0001,136.545
137.34,63.444585,10.384129,26.665,4.63,205.25,COLREG_AVOID,1,1,63.606554,10.38,63.46833,10.38,2648.3,NORMAL,500.0,0.0001,136.585
137.38,63.444586,10.384131,26.665,4.63,205.34,COLREG_AVOID,1,1,63.606554,10.38,63.46833,10.38,2648.1,NORMAL,500.0,0.0001,136.626
137.42,63.444588,10.384132,26.665,4.63,205.42,COLREG_AVOID,1,1,63.606554,10.38,63.468325,10.38,2647.5,NORMAL,500.0,0.0001,136.665
137.46,63.444589,10.384134,26.665,4.63,205.5,COLREG_AVOID,1,1,63.606554,10.38,63.468325,10.38,2647.3,NORMAL,500.0,0.0001,136.704
137.5,63.444591,10.384136,26.665,4.63,205.59,COLREG_AVOID,1,1,63.606554,10.38,63.468321,10.38,2646.6,NORMAL,500.0,0.0001,136.745
137.54,63.444592,10.384137,26.665,4.63,205.67,COLREG_AVOID,1,1,63.606554,10.38,63.468321,10.38,2646.5,NORMAL,500.0,0.0001,136.784
137.58,63.444594,10.384139,26.665,4.62,205.75,COLREG_AVOID,1,1,63.606554,10.38,63.468321,10.38,2646.3,NORMAL,500.0,0.0001,136.824
137.62,63.444595,10.384141,26.665,4.62,205.83,COLREG_AVOID,1,1,63.606554,10.38,63.468316,10.38,2645.6,NORMAL,500.0,0.0001,136.864
137.66,63.444597,10.384142,26.665,4.62,205.92,COLREG_AVOID,1,1,63.606554,10.38,63.468316,10.38,2645.5,NORMAL,500.0,0.0001,136.905
137.7,63.444598,10.384144,26.665,4.62,206.0,COLREG_AVOID,1,1,63.606554,10.38,63.468311,10.38,2644.8,NORMAL,500.0,0.0001,136.946
137.74,63.4446,10.384146,26.665,4.62,206.08,COLREG_AVOID,1,1,63.606554,10.38,63.468311,10.38,2644.6,NORMAL,500.0,0.0001,136.984
137.78,63.444601,10.384147,26.665,4.62,206.17,COLREG_AVOID,1,1,63.606554,10.38,63.468311,10.38,2644.5,NORMAL,500.0,0.0001,137.025
137.82,63.444603,10.384149,26.665,4.62,206.25,COLREG_AVOID,1,1,63.606554,10.38,63.468307,10.38,2643.8,NORMAL,500.0,0.0001,137.065
137.86,63.444604,10.384151,26.665,4.62,206.33,COLREG_AVOID,1,1,63.606554,10.38,63.468307,10.38,2643.7,NORMAL,500.0,0.0001,137.104
137.9,63.444606,10.384152,26.665,4.62,206.42,COLREG_AVOID,1,1,63.606554,10.38,63.468302,10.38,2643.0,NORMAL,500.0,0.0001,137.146
137.94,63.444607,10.384154,26.665,4.62,206.5,COLREG_AVOID,1,1,63.606554,10.38,63.468302,10.38,2642.8,NORMAL,500.0,0.0001,137.185
137.98,63.444609,10.384156,26.665,4.62,206.58,COLREG_AVOID,1,1,63.606554,10.38,63.468302,10.38,2642.7,NORMAL,500.0,0.0001,137.224
138.02,63.44461,10.384157,26.665,4.62,206.67,COLREG_AVOID,1,1,63.606554,10.38,63.468298,10.38,2642.0,NORMAL,500.0,0.001,137.264
138.06,63.444612,10.384159,26.665,4.62,206.75,COLREG_AVOID,1,1,63.606554,10.38,63.468298,10.38,2641.8,NORMAL,500.0,0.001,137.305
138.1,63.444613,10.384161,26.665,4.62,206.83,COLREG_AVOID,1,1,63.606554,10.38,63.468293,10.38,2641.2,NORMAL,500.0,0.001,137.346
138.14,63.444615,10.384162,26.665,4.62,206.91,COLREG_AVOID,1,1,63.606554,10.38,63.468293,10.38,2641.0,NORMAL,500.0,0.001,137.385
138.18,63.444616,10.384164,26.665,4.62,207.0,COLREG_AVOID,1,1,63.606554,10.38,63.468293,10.38,2640.9,NORMAL,500.0,0.001,137.424
138.22,63.444618,10.384166,26.665,4.62,207.08,COLREG_AVOID,1,1,63.606554,10.38,63.468288,10.38,2640.2,NORMAL,500.0,0.001,137.465
138.26,63.444619,10.384167,26.665,4.62,207.16,COLREG_AVOID,1,1,63.606554,10.38,63.468288,10.38,2640.0,NORMAL,500.0,0.001,137.505
138.3,63.444621,10.384169,26.665,4.62,207.25,COLREG_AVOID,1,1,63.606554,10.38,63.468284,10.38,2639.4,NORMAL,500.0,0.001,137.546
138.34,63.444622,10.384171,26.665,4.62,207.33,COLREG_AVOID,1,1,63.606554,10.38,63.468284,10.38,2639.2,NORMAL,500.0,0.001,137.585
138.38,63.444624,10.384172,26.665,4.62,207.41,COLREG_AVOID,1,1,63.606554,10.38,63.468284,10.38,2639.0,NORMAL,500.0,0.001,137.624
138.42,63.444625,10.384174,26.665,4.62,207.5,COLREG_AVOID,1,1,63.606554,10.38,63.468279,10.38,2638.4,NORMAL,500.0,0.001,137.665
138.46,63.444626,10.384176,26.666,4.62,207.58,COLREG_AVOID,1,1,63.606554,10.38,63.468279,10.38,2638.2,NORMAL,500.0,0.001,137.705
138.5,63.444628,10.384177,26.666,4.62,207.66,COLREG_AVOID,1,1,63.606554,10.38,63.468274,10.38,2637.5,NORMAL,500.0,0.001,137.75
138.54,63.444629,10.384179,26.666,4.62,207.74,COLREG_AVOID,1,1,63.606554,10.38,63.468274,10.38,2637.4,NORMAL,500.0,0.001,137.785
138.58,63.444631,10.384181,26.666,4.62,207.83,COLREG_AVOID,1,1,63.606554,10.38,63.468274,10.38,2637.2,NORMAL,500.0,0.001,137.825
138.62,63.444632,10.384182,26.666,4.62,207.91,COLREG_AVOID,1,1,63.606554,10.38,63.46827,10.38,2636.6,NORMAL,500.0,0.001,137.865
138.66,63.444634,10.384184,26.666,4.62,207.99,COLREG_AVOID,1,1,63.606554,10.38,63.46827,10.38,2636.4,NORMAL,500.0,0.001,137.905
138.7,63.444635,10.384186,26.666,4.62,208.08,COLREG_AVOID,1,1,63.606554,10.38,63.46827,10.38,2636.2,NORMAL,500.0,0.001,137.945
138.74,63.444637,10.384187,26.666,4.62,208.16,COLREG_AVOID,1,1,63.606554,10.38,63.468265,10.38,2635.6,NORMAL,500.0,0.001,137.985
138.78,63.444638,10.384189,26.666,4.62,208.24,COLREG_AVOID,1,1,63.606554,10.38,63.468265,10.38,2635.4,NORMAL,500.0,0.001,138.024
138.82,63.44464,10.384191,26.666,4.62,208.32,COLREG_AVOID,1,1,63.606554,10.38,63.468261,10.38,2634.7,NORMAL,500.0,0.001,138.065
138.86,63.444641,10.384192,26.666,4.61,208.41,COLREG_AVOID,1,1,63.606554,10.38,63.468261,10.38,2634.6,NORMAL,500.0,0.001,138.106
138.9,63.444643,10.384194,26.666,4.61,208.49,COLREG_AVOID,1,1,63.606554,10.38,63.468256,10.38,2633.9,NORMAL,500.0,0.001,138.146
138.94,63.444644,10.384196,26.666,4.61,208.57,COLREG_AVOID,1,1,63.606554,10.38,63.468256,10.38,2633.8,NORMAL,500.0,0.001,138.186
138.98,63.444646,10.384197,26.666,4.61,208.66,COLREG_AVOID,1,1,63.606554,10.38,63.468256,10.38,2633.6,NORMAL,500.0,0.001,138.224
139.02,63.444647,10.384199,26.666,4.61,208.74,COLREG_AVOID,1,1,63.606554,10.38,63.468251,10.38,2632.9,NORMAL,500.0,0.001,138.266
139.06,63.444649,10.384201,26.666,4.61,208.82,COLREG_AVOID,1,1,63.606554,10.38,63.468251,10.38,2632.8,NORMAL,500.0,0.001,138.304
139.1,63.44465,10.384202,26.666,4.61,208.9,COLREG_AVOID,1,1,63.606554,10.38,63.468247,10.38,2632.1,NORMAL,500.0,0.001,138.346
139.14,63.444652,10.384204,26.666,4.61,208.99,COLREG_AVOID,1,1,63.606554,10.38,63.468247,10.38,2631.9,NORMAL,500.0,0.001,138.385
139.18,63.444653,10.384206,26.666,4.61,209.07,COLREG_AVOID,1,1,63.606554,10.38,63.468247,10.38,2631.8,NORMAL,500.0,0.001,138.425
139.22,63.444655,10.384207,26.666,4.61,209.15,COLREG_AVOID,1,1,63.606554,10.38,63.468242,10.38,2631.1,NORMAL,500.0,0.001,138.466
139.26,63.444656,10.384209,26.666,4.61,209.24,COLREG_AVOID,1,1,63.606554,10.38,63.468242,10.38,2631.0,NORMAL,500.0,0.001,138.505
139.3,63.444658,10.384211,26.666,4.61,209.32,COLREG_AVOID,1,1,63.606554,10.38,63.468242,10.38,2630.8,NORMAL,500.0,0.001,138.545
139.34,63.444659,10.384212,26.666,4.61,209.4,COLREG_AVOID,1,1,63.606554,10.38,63.468237,10.38,2630.1,NORMAL,500.0,0.001,138.585
139.38,63.444661,10.384214,26.666,4.61,209.48,COLREG_AVOID,1,1,63.606554,10.38,63.468237,10.38,2630.0,NORMAL,500.0,0.001,138.624
139.42,63.444662,10.384216,26.666,4.61,209.57,COLREG_AVOID,1,1,63.606554,10.38,63.468233,10.38,2629.3,NORMAL,500.0,0.001,138.665
139.46,63.444664,10.384217,26.666,4.61,209.65,COLREG_AVOID,1,1,63.606554,10.38,63.468233,10.38,2629.1,NORMAL,500.0,0.001,138.705
139.5,63.444665,10.384219,26.666,4.61,209.73,COLREG_AVOID,1,1,63.606554,10.38,63.468233,10.38,2629.0,NORMAL,500.0,0.001,138.744
139.54,63.444667,10.384221,26.666,4.61,209.82,COLREG_AVOID,1,1,63.606554,10.38,63.468228,10.38,2628.3,NORMAL,500.0,0.001,138.783
139.58,63.444668,10.384222,26.666,4.61,209.9,COLREG_AVOID,1,1,63.606554,10.38,63.468228,10.38,2628.2,NORMAL,500.0,0.001,138.824
139.62,63.44467,10.384224,26.666,4.61,209.98,COLREG_AVOID,1,1,63.606554,10.38,63.468224,10.38,2627.5,NORMAL,500.0,0.001,138.865
139.66,63.444671,10.384226,26.666,4.61,210.06,COLREG_AVOID,1,1,63.606554,10.38,63.468224,10.38,2627.3,NORMAL,500.0,0.001,138.904
139.7,63.444672,10.384227,26.666,4.61,210.15,COLREG_AVOID,1,1,63.606554,10.38,63.468224,10.38,2627.2,NORMAL,500.0,0.001,138.945
139.74,63.444674,10.384229,26.666,4.61,210.23,COLREG_AVOID,1,1,63.606554,10.38,63.468219,10.38,2626.5,NORMAL,500.0,0.001,138.986
139.78,63.444675,10.384231,26.666,4.61,210.31,COLREG_AVOID,1,1,63.606554,10.38,63.468219,10.38,2626.3,NORMAL,500.0,0.001,139.025
139.82,63.444677,10.384232,26.666,4.61,210.4,COLREG_AVOID,1,1,63.606554,10.38,63.468214,10.38,2625.7,NORMAL,500.0,0.001,139.064
139.86,63.444678,10.384234,26.666,4.61,210.48,COLREG_AVOID,1,1,63.606554,10.38,63.468214,10.38,2625.5,NORMAL,500.0,0.001,139.105
139.9,63.44468,10.384236,26.666,4.61,210.56,COLREG_AVOID,1,1,63.606554,10.38,63.468214,10.38,2625.4,NORMAL,500.0,0.001,139.146
139.94,63.444681,10.384237,26.666,4.61,210.64,COLREG_AVOID,1,1,63.606554,10.38,63.46821,10.38,2624.7,NORMAL,500.0,0.001,139.185
139.98,63.444683,10.384239,26.666,4.61,210.73,COLREG_AVOID,1,1,63.606554,10.38,63.46821,10.38,2624.5,NORMAL,500.0,0.001,139.224
140.0,63.444684,10.38424,26.666,4.61,210.77,COLREG_AVOID,1,1,63.606554,10.38,63.468205,10.38,2623.9,NORMAL,500.0,0.001,139.25
140.04,63.444685,10.384242,26.666,4.61,210.85,COLREG_AVOID,1,1,63.606554,10.38,63.468205,10.38,2623.8,NORMAL,500.0,0.001,139.285
140.08,63.444687,10.384243,26.666,4.61,210.93,COLREG_AVOID,1,1,63.606554,10.38,63.468205,10.38,2623.6,NORMAL,500.0,0.001,139.325
140.12,63.444688,10.384245,26.666,4.6,211.02,COLREG_AVOID,1,1,63.606554,10.38,63.4682,10.38,2622.9,NORMAL,500.0,0.001,139.365
140.16,63.44469,10.384247,26.666,4.6,211.1,COLREG_AVOID,1,1,63.606554,10.38,63.4682,10.38,2622.8,NORMAL,500.0,0.001,139.404
140.2,63.444691,10.384248,26.666,4.6,211.18,COLREG_AVOID,1,1,63.606554,10.38,63.468196,10.38,2622.1,NORMAL,500.0,0.001,139.444
140.24,63.444692,10.38425,26.666,4.6,211.26,COLREG_AVOID,1,1,63.606554,10.38,63.468196,10.38,2622.0,NORMAL,500.0,0.001,139.485
140.28,63.444694,10.384252,26.666,4.6,211.35,COLREG_AVOID,1,1,63.606554,10.38,63.468196,10.38,2621.8,NORMAL,500.0,0.001,139.525
140.32,63.444695,10.384253,26.666,4.6,211.43,COLREG_AVOID,1,1,63.606554,10.38,63.468191,10.38,2621.1,NORMAL,500.0,0.001,139.565
140.36,63.444697,10.384255,26.666,4.6,211.51,COLREG_AVOID,1,1,63.606554,10.38,63.468191,10.38,2621.0,NORMAL,500.0,0.001,139.605
140.4,63.444698,10.384257,26.666,4.6,211.59,COLREG_AVOID,1,1,63.606554,10.38,63.468187,10.38,2620.3,NORMAL,500.0,0.001,139.646
140.44,63.4447,10.384258,26.666,4.6,211.68,COLREG_AVOID,1,1,63.606554,10.38,63.468187,10.38,2620.1,NORMAL,500.0,0.001,139.684
140.48,63.444701,10.38426,26.666,4.6,211.76,COLREG_AVOID,1,1,63.606554,10.38,63.468187,10.38,2620.0,NORMAL,500.0,0.001,139.724
140.52,63.444703,10.384261,26.666,4.6,211.84,COLREG_AVOID,1,1,63.606554,10.38,63.468182,10.38,2619.3,NORMAL,500.0,0.001,139.765
140.56,63.444704,10.384263,26.666,4.6,211.93,COLREG_AVOID,1,1,63.606554,10.38,63.468182,10.38,2619.2,NORMAL,500.0,0.001,139.804
140.6,63.444706,10.384265,26.666,4.6,212.01,COLREG_AVOID,1,1,63.606554,10.38,63.468182,10.38,2619.0,NORMAL,500.0,0.001,139.844
140.64,63.444707,10.384266,26.666,4.6,212.09,COLREG_AVOID,1,1,63.606554,10.38,63.468177,10.38,2618.3,NORMAL,500.0,0.001,139.885
140.68,63.444709,10.384268,26.666,4.6,212.17,COLREG_AVOID,1,1,63.606554,10.38,63.468177,10.38,2618.2,NORMAL,500.0,0.001,139.927
140.72,63.44471,10.38427,26.666,4.6,212.26,COLREG_AVOID,1,1,63.606554,10.38,63.468173,10.38,2617.5,NORMAL,500.0,0.001,139.965
140.76,63.444712,10.384271,26.666,4.6,212.34,COLREG_AVOID,1,1,63.606554,10.38,63.468173,10.38,2617.4,NORMAL,500.0,0.001,140.005
140.8,63.444713,10.384273,26.666,4.6,212.42,COLREG_AVOID,1,1,63.606554,10.38,63.468168,10.38,2616.7,NORMAL,500.0,0.001,140.046
140.84,63.444715,10.384275,26.666,4.6,212.5,COLREG_AVOID,1,1,63.606554,10.38,63.468168,10.38,2616.5,NORMAL,500.0,0.001,140.084
140.88,63.444716,10.384276,26.666,4.6,212.59,COLREG_AVOID,1,1,63.606554,10.38,63.468168,10.38,2616.4,NORMAL,500.0,0.001,140.125
140.92,63.444718,10.384278,26.666,4.6,212.67,COLREG_AVOID,1,1,63.606554,10.38,63.468163,10.38,2615.7,NORMAL,500.0,0.001,140.165
140.96,63.444719,10.38428,26.666,4.6,212.75,COLREG_AVOID,1,1,63.606554,10.38,63.468163,10.38,2615.5,NORMAL,500.0,0.001,140.205
141.0,63.444721,10.384281,26.666,4.6,212.83,COLREG_AVOID,1,1,63.606554,10.38,63.468159,10.38,2614.9,NORMAL,500.0,0.001,140.247
141.04,63.444722,10.384283,26.666,4.6,212.92,COLREG_AVOID,1,1,63.606554,10.38,63.468159,10.38,2614.7,NORMAL,500.0,0.001,140.285
141.08,63.444724,10.384285,26.666,4.6,213.0,COLREG_AVOID,1,1,63.606554,10.38,63.468159,10.38,2614.6,NORMAL,500.0,0.001,140.326
141.12,63.444725,10.384286,26.666,4.6,213.08,COLREG_AVOID,1,1,63.606554,10.38,63.468154,10.38,2613.9,NORMAL,500.0,0.001,140.365
141.16,63.444727,10.384288,26.666,4.6,213.16,COLREG_AVOID,1,1,63.606554,10.38,63.468154,10.38,2613.7,NORMAL,500.0,0.001,140.405
141.2,63.444728,10.38429,26.666,4.6,213.25,COLREG_AVOID,1,1,63.606554,10.38,63.46815,10.38,2613.1,NORMAL,500.0,0.001,140.444
141.24,63.444729,10.384291,26.666,4.6,213.33,COLREG_AVOID,1,1,63.606554,10.38,63.46815,10.38,2612.9,NORMAL,500.0,0.001,140.485
141.28,63.444731,10.384293,26.666,4.6,213.41,COLREG_AVOID,1,1,63.606554,10.38,63.46815,10.38,2612.7,NORMAL,500.0,0.001,140.528
141.32,63.444732,10.384295,26.666,4.6,213.49,COLREG_AVOID,1,1,63.606554,10.38,63.468145,10.38,2612.1,NORMAL,500.0,0.001,140.565
141.36,63.444734,10.384296,26.666,4.6,213.58,COLREG_AVOID,1,1,63.606554,10.38,63.468145,10.38,2611.9,NORMAL,500.0,0.001,140.605
141.4,63.444735,10.384298,26.666,4.59,213.66,COLREG_AVOID,1,1,63.606554,10.38,63.46814,10.38,2611.2,NORMAL,500.0,0.001,140.649
141.44,63.444737,10.3843,26.666,4.59,213.74,COLREG_AVOID,1,1,63.606554,10.38,63.46814,10.38,2611.1,NORMAL,500.0,0.001,140.684
141.48,63.444738,10.384301,26.666,4.59,213.83,COLREG_AVOID,1,1,63.606554,10.38,63.46814,10.38,2610.9,NORMAL,500.0,0.001,140.726
